date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-09-12,ORD-105521,LATAM,Chile,J. Müller,Volume Credits,Usage,81,1003.2,77196.24,5,77.1,"Vandelay SA",Mid-Market,Partner,pending
2024-03-25,ORD-105522,EMEA,Spain,A. Chen,Retab Parse,Platform,103,1075.83,83107.87,25,60.0,"Wayne LLC",Enterprise,Partner,pending
2024-09-15,ORD-105523,APAC,Japan,H. Kim,Volume Credits,Usage,213,180.65,38478.45,0,47.3,"Soylent Inc",Startup,Self-Serve,paid
2024-04-28,ORD-105524,LATAM,Argentina,M. Dubois,Retab Split,Platform,191,26.61,4320.13,15,73.8,"Stark Inc",Startup,Self-Serve,refunded
2024-10-27,ORD-105525,North America,Mexico,H. Kim,Retab Split,Platform,164,49.36,6476.03,20,67.8,"Umbra Inc",Enterprise,Direct,refunded
2024-12-01,ORD-105526,APAC,South Korea,K. Nakamura,Retab Split,Platform,166,215.75,30442.33,15,67.9,"Globex Ltd",Startup,Partner,paid
2024-04-02,ORD-105527,EMEA,United Kingdom,P. Novak,Priority Support,Services,162,2572.03,416668.86,0,67.4,"Soylent Inc",Strategic,Direct,paid
2024-06-07,ORD-105528,EMEA,United Kingdom,N. Costa,Retab Extract,Platform,141,1061.48,134701.81,10,70.7,"Vandelay Co",Strategic,Partner,paid
2024-11-13,ORD-105529,North America,Canada,N. Costa,Priority Support,Services,121,48.83,5613.01,5,60.9,"Globex SA",Enterprise,Self-Serve,paid
2024-08-02,ORD-105530,EMEA,Germany,A. Chen,Consensus Add-on,Add-on,214,94.81,20289.34,0,70.5,"Umbra SA",Strategic,Self-Serve,paid
2024-09-16,ORD-105531,North America,Canada,N. Costa,Consensus Add-on,Add-on,161,30.92,4231.4,15,68.1,"Globex SA",Strategic,Partner,refunded
2024-10-16,ORD-105532,LATAM,Argentina,R. Okafor,Retab Split,Platform,149,46.32,6211.51,10,70.9,"Stark SA",Enterprise,Self-Serve,paid
2024-02-08,ORD-105533,LATAM,Argentina,F. Haddad,Retab Split,Platform,116,93.92,8171.04,25,55.4,"Stark SA",Enterprise,Direct,paid
2024-02-20,ORD-105534,APAC,Singapore,A. Chen,Onboarding,Services,234,202.42,40261.34,15,46.4,"Massive SA",Strategic,Direct,paid
2024-05-20,ORD-105535,North America,Mexico,M. Dubois,Consensus Add-on,Add-on,172,194.33,33424.76,0,76.7,"Vandelay SA",Mid-Market,Self-Serve,paid
2024-03-04,ORD-105536,North America,United States,R. Okafor,Enterprise SSO,Add-on,136,2284.25,279592.2,10,65.8,"Umbra SA",Startup,Self-Serve,refunded
2024-06-11,ORD-105537,EMEA,Spain,E. Santos,Retab Parse,Platform,152,208.73,31726.96,0,70.0,"Vandelay Inc",Strategic,Self-Serve,paid
2024-03-23,ORD-105538,North America,Canada,T. Andersson,Enterprise SSO,Add-on,3,195.4,439.65,25,74.4,"Soylent Inc",Mid-Market,Direct,refunded
2024-11-16,ORD-105539,North America,Canada,F. Haddad,Retab Classify,Platform,177,1096.84,155312.54,20,60.1,"Hooli LLC",Strategic,Partner,paid
2024-08-11,ORD-105540,North America,Mexico,M. Dubois,Audit Logs,Add-on,25,47.2,944.0,20,54.0,"Initech SA",Strategic,Direct,refunded
2024-09-15,ORD-105541,APAC,Japan,F. Haddad,Consensus Add-on,Add-on,219,194.23,40409.55,5,60.4,"Initech SA",Strategic,Direct,pending
2024-05-28,ORD-105542,LATAM,Brazil,R. Okafor,Enterprise SSO,Add-on,110,206.1,22671.0,0,76.7,"Stark GmbH",Startup,Self-Serve,paid
2024-01-27,ORD-105543,APAC,South Korea,M. Dubois,Audit Logs,Add-on,23,49.84,1089.0,5,56.9,"Umbra LLC",Startup,Partner,pending
2024-08-17,ORD-105544,North America,United States,S. Patel,Retab Classify,Platform,196,98.72,19349.12,0,79.3,"Stark SA",Strategic,Marketplace,paid
2024-06-25,ORD-105545,North America,Mexico,F. Haddad,Onboarding,Services,96,48.45,3720.96,20,81.6,"Acme LLC",Mid-Market,Marketplace,paid
2024-11-13,ORD-105546,North America,Canada,S. Patel,Retab Classify,Platform,241,472.74,85447.76,25,67.7,"Acme GmbH",Startup,Partner,paid
2024-07-11,ORD-105547,North America,United States,T. Andersson,Consensus Add-on,Add-on,110,2665.84,293242.4,0,53.4,"Globex Co",Mid-Market,Marketplace,paid
2024-05-03,ORD-105548,EMEA,UAE,S. Patel,Retab Split,Platform,76,1000.15,76011.4,0,48.4,"Acme GmbH",Strategic,Self-Serve,paid
2024-07-08,ORD-105549,LATAM,Colombia,M. Dubois,Onboarding,Services,199,948.51,169878.14,10,38.8,"Globex Ltd",Strategic,Self-Serve,pending
2024-05-20,ORD-105550,EMEA,Spain,H. Kim,Volume Credits,Usage,95,479.37,34155.11,25,64.6,"Initech SA",Startup,Direct,pending
2024-03-18,ORD-105551,APAC,Singapore,N. Costa,Volume Credits,Usage,91,480.5,34980.4,20,47.0,"Wayne Inc",Startup,Partner,paid
2024-03-01,ORD-105552,LATAM,Brazil,A. Chen,Enterprise SSO,Add-on,117,28.51,3335.67,0,61.2,"Globex SA",Mid-Market,Marketplace,paid
2024-02-04,ORD-105553,EMEA,France,S. Patel,Retab Split,Platform,74,49.5,3663.0,0,56.8,"Hooli GmbH",Enterprise,Self-Serve,paid
2024-06-01,ORD-105554,EMEA,UAE,F. Haddad,Volume Credits,Usage,35,94.49,2480.36,25,53.2,"Umbra Ltd",Strategic,Partner,refunded
2024-01-18,ORD-105555,North America,Canada,H. Kim,Enterprise SSO,Add-on,38,465.86,13277.01,25,64.9,"Initech GmbH",Strategic,Marketplace,refunded
2024-06-13,ORD-105556,North America,Canada,J. Müller,Onboarding,Services,7,31.06,217.42,0,55.7,"Vandelay Ltd",Enterprise,Direct,paid
2024-06-26,ORD-105557,North America,United States,J. Müller,Priority Support,Services,94,100.04,9403.76,0,67.6,"Acme SA",Startup,Self-Serve,paid
2024-12-16,ORD-105558,LATAM,Colombia,N. Costa,Retab Split,Platform,164,27.19,3567.33,20,38.8,"Soylent GmbH",Mid-Market,Direct,paid
2024-08-05,ORD-105559,EMEA,UAE,P. Novak,Audit Logs,Add-on,155,48.94,7585.7,0,72.3,"Umbra SA",Startup,Direct,pending
2024-12-13,ORD-105560,LATAM,Colombia,H. Kim,Retab Split,Platform,213,29.44,5016.58,20,46.7,"Acme Co",Startup,Marketplace,paid
2024-02-16,ORD-105561,LATAM,Brazil,H. Kim,Retab Parse,Platform,70,2489.74,174281.8,0,52.4,"Vandelay SA",Startup,Direct,pending
2024-04-16,ORD-105562,APAC,South Korea,H. Kim,Volume Credits,Usage,225,28.91,6504.75,0,77.6,"Acme Inc",Enterprise,Self-Serve,refunded
2024-07-05,ORD-105563,North America,Mexico,K. Nakamura,Retab Extract,Platform,192,494.12,94871.04,0,77.9,"Acme Co",Mid-Market,Self-Serve,paid
2024-04-25,ORD-105564,EMEA,France,M. Dubois,Priority Support,Services,170,106.52,17202.98,5,66.4,"Hooli Ltd",Mid-Market,Partner,refunded
2024-02-12,ORD-105565,EMEA,UAE,N. Costa,Consensus Add-on,Add-on,51,2252.73,97655.85,15,60.7,"Umbra LLC",Startup,Partner,paid
2024-11-18,ORD-105566,North America,United States,L. Rossi,Retab Split,Platform,36,214.67,7728.12,0,77.2,"Wayne Co",Enterprise,Marketplace,refunded
2024-04-27,ORD-105567,North America,Mexico,D. Walsh,Enterprise SSO,Add-on,27,30.96,626.94,25,78.0,"Soylent Inc",Strategic,Marketplace,paid
2024-09-03,ORD-105568,APAC,India,D. Walsh,Retab Classify,Platform,238,46.94,10613.13,5,70.1,"Vandelay Co",Strategic,Self-Serve,paid
2024-08-21,ORD-105569,North America,United States,S. Patel,Retab Extract,Platform,130,2723.44,354047.2,0,46.8,"Stark Inc",Strategic,Partner,paid
2024-12-27,ORD-105570,APAC,Japan,D. Walsh,Onboarding,Services,6,90.29,514.65,5,80.1,"Vandelay Inc",Startup,Marketplace,paid
2024-12-04,ORD-105571,LATAM,Chile,F. Haddad,Priority Support,Services,175,203.98,33911.67,5,56.2,"Initech GmbH",Mid-Market,Direct,paid
2024-05-16,ORD-105572,EMEA,South Africa,J. Müller,Onboarding,Services,201,2250.96,339332.22,25,74.8,"Initech LLC",Mid-Market,Marketplace,paid
2024-11-21,ORD-105573,LATAM,Brazil,R. Okafor,Retab Split,Platform,48,479.28,23005.44,0,38.7,"Wayne GmbH",Startup,Direct,paid
2024-10-18,ORD-105574,EMEA,Italy,P. Novak,Consensus Add-on,Add-on,3,526.78,1264.27,20,53.5,"Wayne Ltd",Enterprise,Marketplace,paid
2024-06-30,ORD-105575,North America,Canada,M. Dubois,Retab Extract,Platform,54,27.39,1479.06,0,72.5,"Hooli GmbH",Mid-Market,Direct,paid
2024-10-05,ORD-105576,APAC,Australia,A. Chen,Retab Classify,Platform,33,30.57,958.37,5,71.7,"Acme Co",Enterprise,Partner,pending
2024-06-18,ORD-105577,LATAM,Brazil,F. Haddad,Retab Classify,Platform,8,2313.59,17583.28,5,68.0,"Massive GmbH",Strategic,Partner,paid
2024-03-27,ORD-105578,North America,Canada,S. Patel,Priority Support,Services,40,26.22,1048.8,0,52.3,"Stark Ltd",Startup,Marketplace,paid
2024-08-10,ORD-105579,EMEA,Germany,A. Chen,Retab Extract,Platform,69,49.26,3059.05,10,51.3,"Wayne LLC",Enterprise,Partner,paid
2024-11-11,ORD-105580,LATAM,Argentina,M. Dubois,Volume Credits,Usage,106,44.24,3517.08,25,54.8,"Umbra Co",Enterprise,Partner,paid
2024-12-02,ORD-105581,EMEA,Italy,P. Novak,Volume Credits,Usage,232,198.43,41432.18,10,62.2,"Globex LLC",Startup,Self-Serve,paid
2024-01-05,ORD-105582,EMEA,Spain,R. Okafor,Priority Support,Services,199,203.62,36468.34,10,40.8,"Hooli LLC",Enterprise,Direct,paid
2024-04-30,ORD-105583,LATAM,Chile,T. Andersson,Retab Split,Platform,248,485.82,114459.19,5,69.7,"Wayne Inc",Enterprise,Partner,pending
2024-05-24,ORD-105584,North America,Mexico,A. Chen,Enterprise SSO,Add-on,196,2677.79,446119.81,15,56.1,"Umbra Ltd",Mid-Market,Self-Serve,paid
2024-02-05,ORD-105585,EMEA,South Africa,K. Nakamura,Retab Parse,Platform,13,2392.46,31101.98,0,55.8,"Soylent Co",Startup,Self-Serve,paid
2024-10-17,ORD-105586,LATAM,Chile,T. Andersson,Enterprise SSO,Add-on,236,212.03,47537.13,5,76.3,"Initech Inc",Strategic,Direct,paid
2024-11-10,ORD-105587,APAC,Japan,F. Haddad,Enterprise SSO,Add-on,201,2524.33,456651.3,10,45.2,"Umbra Co",Enterprise,Self-Serve,paid
2024-03-10,ORD-105588,North America,Canada,H. Kim,Audit Logs,Add-on,139,908.13,100984.06,20,62.3,"Umbra GmbH",Strategic,Partner,refunded
2024-12-30,ORD-105589,LATAM,Argentina,J. Müller,Retab Split,Platform,70,956.47,66952.9,0,80.1,"Vandelay GmbH",Startup,Self-Serve,refunded
2024-09-08,ORD-105590,LATAM,Argentina,L. Rossi,Retab Classify,Platform,87,967.89,84206.43,0,80.9,"Initech SA",Enterprise,Marketplace,pending
2024-12-15,ORD-105591,EMEA,Spain,R. Okafor,Retab Parse,Platform,228,100.57,20636.96,10,78.7,"Hooli SA",Strategic,Partner,paid
2024-04-25,ORD-105592,LATAM,Brazil,N. Costa,Onboarding,Services,181,477.74,77823.85,10,59.9,"Acme SA",Strategic,Self-Serve,paid
2024-11-07,ORD-105593,North America,Mexico,N. Costa,Retab Split,Platform,99,26.99,2004.01,25,78.3,"Acme Inc",Strategic,Direct,paid
2024-01-14,ORD-105594,LATAM,Chile,D. Walsh,Enterprise SSO,Add-on,14,2321.48,30875.68,5,44.4,"Vandelay Co",Strategic,Direct,paid
2024-10-04,ORD-105595,North America,Canada,R. Okafor,Enterprise SSO,Add-on,77,512.54,35519.02,10,55.0,"Vandelay GmbH",Startup,Partner,paid
2024-03-30,ORD-105596,EMEA,Italy,D. Walsh,Onboarding,Services,245,28.56,6997.2,0,49.0,"Soylent LLC",Startup,Marketplace,refunded
2024-03-22,ORD-105597,APAC,Australia,E. Santos,Retab Extract,Platform,143,196.24,28062.32,0,47.3,"Massive SA",Enterprise,Marketplace,refunded
2024-08-20,ORD-105598,LATAM,Chile,F. Haddad,Audit Logs,Add-on,75,1076.75,64605.0,20,47.9,"Soylent SA",Enterprise,Self-Serve,pending
2024-08-15,ORD-105599,North America,United States,N. Costa,Enterprise SSO,Add-on,159,206.77,29588.79,10,69.5,"Globex Ltd",Strategic,Direct,paid
2024-04-11,ORD-105600,EMEA,Spain,N. Costa,Enterprise SSO,Add-on,215,189.52,30560.1,25,44.7,"Stark SA",Mid-Market,Partner,paid
2024-09-22,ORD-105601,North America,United States,N. Costa,Onboarding,Services,17,108.03,1744.68,5,55.6,"Acme SA",Strategic,Partner,paid
2024-12-23,ORD-105602,EMEA,UAE,N. Costa,Enterprise SSO,Add-on,40,2605.37,78161.1,25,51.5,"Massive GmbH",Strategic,Partner,refunded
2024-05-22,ORD-105603,North America,Mexico,M. Dubois,Retab Classify,Platform,236,2320.6,465512.36,15,64.4,"Globex Co",Mid-Market,Direct,paid
2024-12-04,ORD-105604,North America,Canada,N. Costa,Retab Split,Platform,21,2424.78,50920.38,0,53.1,"Hooli GmbH",Startup,Self-Serve,paid
2024-06-05,ORD-105605,EMEA,Italy,M. Dubois,Retab Split,Platform,89,26.43,1881.82,20,79.7,"Massive Ltd",Startup,Self-Serve,paid
2024-01-31,ORD-105606,EMEA,France,L. Rossi,Retab Extract,Platform,93,479.38,44582.34,0,69.6,"Soylent LLC",Enterprise,Partner,pending
2024-05-06,ORD-105607,APAC,Australia,P. Novak,Volume Credits,Usage,16,179.53,2154.36,25,66.5,"Globex GmbH",Strategic,Marketplace,paid
2024-03-14,ORD-105608,EMEA,Spain,M. Dubois,Audit Logs,Add-on,28,214.28,5999.84,0,48.3,"Initech GmbH",Mid-Market,Partner,paid
2024-02-05,ORD-105609,LATAM,Colombia,R. Okafor,Audit Logs,Add-on,248,1095.01,271562.48,0,71.6,"Globex Co",Strategic,Direct,paid
2024-07-05,ORD-105610,EMEA,France,E. Santos,Priority Support,Services,221,488.36,107927.56,0,42.2,"Wayne Inc",Mid-Market,Direct,pending
2024-12-10,ORD-105611,APAC,Japan,M. Dubois,Retab Split,Platform,114,2266.39,232531.61,10,46.6,"Globex GmbH",Startup,Direct,pending
2024-11-12,ORD-105612,LATAM,Brazil,F. Haddad,Volume Credits,Usage,134,2457.28,329275.52,0,53.2,"Stark Co",Startup,Self-Serve,paid
2024-05-03,ORD-105613,LATAM,Colombia,J. Müller,Consensus Add-on,Add-on,172,204.39,29881.82,15,66.5,"Hooli GmbH",Strategic,Direct,refunded
2024-07-31,ORD-105614,EMEA,Italy,T. Andersson,Priority Support,Services,59,218.67,9676.15,25,74.1,"Massive LLC",Startup,Marketplace,paid
2024-02-07,ORD-105615,EMEA,UAE,R. Okafor,Onboarding,Services,60,104.35,5947.95,5,80.8,"Umbra LLC",Startup,Partner,refunded
2024-09-07,ORD-105616,North America,Canada,H. Kim,Consensus Add-on,Add-on,82,98.61,7681.72,5,77.5,"Massive Co",Startup,Self-Serve,pending
2024-08-30,ORD-105617,North America,United States,R. Okafor,Retab Classify,Platform,11,941.0,7763.25,25,63.9,"Globex SA",Enterprise,Direct,paid
2024-11-11,ORD-105618,LATAM,Colombia,D. Walsh,Volume Credits,Usage,14,2463.37,31038.46,10,75.3,"Massive LLC",Startup,Self-Serve,paid
2024-08-13,ORD-105619,LATAM,Brazil,L. Rossi,Consensus Add-on,Add-on,247,28.32,6995.04,0,55.2,"Acme GmbH",Mid-Market,Marketplace,paid
2024-06-26,ORD-105620,LATAM,Chile,L. Rossi,Retab Parse,Platform,210,499.36,89135.76,15,42.7,"Hooli GmbH",Enterprise,Direct,paid
2024-09-26,ORD-105621,EMEA,France,E. Santos,Enterprise SSO,Add-on,167,51.14,7259.32,15,53.1,"Stark LLC",Mid-Market,Partner,pending
2024-01-31,ORD-105622,LATAM,Brazil,N. Costa,Volume Credits,Usage,123,509.04,62611.92,0,50.4,"Umbra Ltd",Startup,Direct,paid
2024-07-22,ORD-105623,EMEA,United Kingdom,L. Rossi,Retab Parse,Platform,81,512.21,35265.66,15,39.2,"Stark Inc",Startup,Self-Serve,pending
2024-08-07,ORD-105624,LATAM,Brazil,M. Dubois,Onboarding,Services,153,28.89,4199.16,5,81.7,"Umbra Ltd",Startup,Direct,pending
2024-04-03,ORD-105625,North America,United States,K. Nakamura,Audit Logs,Add-on,28,27.72,776.16,0,43.1,"Stark Ltd",Startup,Self-Serve,paid
2024-11-14,ORD-105626,EMEA,Italy,P. Novak,Enterprise SSO,Add-on,215,943.01,162197.72,20,78.3,"Hooli SA",Startup,Marketplace,refunded
2024-02-27,ORD-105627,North America,Mexico,F. Haddad,Onboarding,Services,10,52.88,528.8,0,78.5,"Initech Co",Mid-Market,Partner,paid
2024-05-02,ORD-105628,APAC,Australia,P. Novak,Volume Credits,Usage,82,102.55,8409.1,0,58.5,"Acme GmbH",Mid-Market,Self-Serve,paid
2024-11-29,ORD-105629,North America,Mexico,J. Müller,Enterprise SSO,Add-on,114,44.55,4062.96,20,53.8,"Wayne SA",Strategic,Marketplace,pending
2024-09-15,ORD-105630,LATAM,Brazil,P. Novak,Retab Classify,Platform,219,29.07,5729.7,10,74.0,"Soylent LLC",Strategic,Partner,paid
2024-01-21,ORD-105631,LATAM,Colombia,D. Walsh,Retab Classify,Platform,34,482.49,13123.73,20,53.6,"Hooli Ltd",Mid-Market,Marketplace,paid
2024-11-23,ORD-105632,North America,Canada,S. Patel,Retab Extract,Platform,146,1068.74,117027.03,25,78.4,"Acme Inc",Startup,Self-Serve,refunded
2024-01-29,ORD-105633,APAC,Australia,D. Walsh,Enterprise SSO,Add-on,139,26.61,3513.85,5,41.1,"Acme Inc",Enterprise,Partner,paid
2024-12-09,ORD-105634,EMEA,France,J. Müller,Enterprise SSO,Add-on,83,1077.3,80474.31,10,72.6,"Vandelay GmbH",Startup,Self-Serve,paid
2024-08-14,ORD-105635,APAC,Australia,H. Kim,Volume Credits,Usage,100,26.67,2533.65,5,46.2,"Vandelay SA",Startup,Marketplace,pending
2024-06-30,ORD-105636,EMEA,UAE,D. Walsh,Priority Support,Services,39,102.45,3196.44,20,71.5,"Massive LLC",Strategic,Direct,paid
2024-04-04,ORD-105637,APAC,South Korea,D. Walsh,Audit Logs,Add-on,6,103.77,622.62,0,41.0,"Umbra Ltd",Enterprise,Direct,refunded
2024-09-17,ORD-105638,APAC,Australia,L. Rossi,Retab Split,Platform,72,2740.47,167716.76,15,59.8,"Hooli LLC",Mid-Market,Self-Serve,pending
2024-06-30,ORD-105639,North America,United States,N. Costa,Retab Split,Platform,143,209.3,25440.42,15,44.3,"Umbra Co",Mid-Market,Direct,paid
2024-08-10,ORD-105640,EMEA,Italy,E. Santos,Onboarding,Services,142,2422.17,343948.14,0,68.1,"Acme Co",Mid-Market,Self-Serve,pending
2024-01-17,ORD-105641,North America,United States,D. Walsh,Retab Split,Platform,188,2568.68,362183.88,25,39.0,"Hooli GmbH",Startup,Self-Serve,pending
2024-03-14,ORD-105642,EMEA,France,T. Andersson,Retab Classify,Platform,204,27.16,4709.54,15,65.0,"Soylent Ltd",Enterprise,Self-Serve,paid
2024-04-16,ORD-105643,EMEA,Italy,A. Chen,Volume Credits,Usage,69,50.37,2780.42,20,38.3,"Vandelay GmbH",Mid-Market,Marketplace,paid
2024-07-10,ORD-105644,North America,Canada,P. Novak,Retab Classify,Platform,216,2407.48,442013.33,15,79.7,"Vandelay SA",Startup,Marketplace,paid
2024-01-08,ORD-105645,LATAM,Brazil,F. Haddad,Retab Classify,Platform,112,996.19,105994.62,5,58.9,"Stark LLC",Startup,Direct,paid
2024-11-29,ORD-105646,EMEA,Spain,T. Andersson,Volume Credits,Usage,52,190.36,9898.72,0,43.4,"Hooli GmbH",Strategic,Direct,paid
2024-03-17,ORD-105647,North America,Mexico,D. Walsh,Consensus Add-on,Add-on,75,29.4,2205.0,0,75.4,"Initech GmbH",Enterprise,Marketplace,pending
2024-03-19,ORD-105648,APAC,Singapore,E. Santos,Retab Classify,Platform,250,31.81,7952.5,0,45.9,"Acme LLC",Mid-Market,Self-Serve,paid
2024-01-22,ORD-105649,APAC,Australia,L. Rossi,Retab Classify,Platform,176,949.6,167129.6,0,73.3,"Globex SA",Strategic,Self-Serve,refunded
2024-02-01,ORD-105650,LATAM,Brazil,K. Nakamura,Audit Logs,Add-on,229,944.81,162271.12,25,41.0,"Soylent SA",Enterprise,Direct,paid
2024-03-07,ORD-105651,North America,Mexico,D. Walsh,Consensus Add-on,Add-on,103,94.25,9707.75,0,62.8,"Umbra LLC",Mid-Market,Direct,paid
2024-02-04,ORD-105652,APAC,Australia,N. Costa,Priority Support,Services,221,26.56,5869.76,0,57.3,"Massive Ltd",Strategic,Self-Serve,paid
2024-06-02,ORD-105653,LATAM,Brazil,E. Santos,Retab Parse,Platform,221,186.4,35015.24,15,73.8,"Acme Inc",Strategic,Self-Serve,pending
2024-02-09,ORD-105654,LATAM,Chile,J. Müller,Enterprise SSO,Add-on,166,452.82,75168.12,0,46.8,"Massive LLC",Startup,Self-Serve,refunded
2024-05-23,ORD-105655,LATAM,Brazil,K. Nakamura,Volume Credits,Usage,249,1049.46,261315.54,0,56.5,"Acme Co",Strategic,Marketplace,paid
2024-03-06,ORD-105656,LATAM,Argentina,N. Costa,Audit Logs,Add-on,217,2646.05,545483.21,5,80.6,"Globex LLC",Enterprise,Partner,paid
2024-02-13,ORD-105657,LATAM,Brazil,P. Novak,Retab Extract,Platform,111,50.8,5074.92,10,49.8,"Globex SA",Strategic,Direct,paid
2024-09-07,ORD-105658,North America,United States,S. Patel,Consensus Add-on,Add-on,8,2519.6,18141.12,10,64.6,"Soylent GmbH",Startup,Self-Serve,refunded
2024-01-23,ORD-105659,EMEA,UAE,R. Okafor,Volume Credits,Usage,163,93.89,14538.87,5,79.3,"Globex Ltd",Strategic,Self-Serve,paid
2024-06-10,ORD-105660,APAC,South Korea,K. Nakamura,Retab Parse,Platform,106,44.64,4022.06,15,73.1,"Wayne Ltd",Strategic,Direct,paid
2024-03-21,ORD-105661,APAC,Japan,A. Chen,Audit Logs,Add-on,49,50.34,2343.33,5,72.7,"Acme LLC",Strategic,Partner,paid
2024-01-07,ORD-105662,APAC,Australia,T. Andersson,Enterprise SSO,Add-on,73,104.73,7645.29,0,47.1,"Massive SA",Enterprise,Marketplace,paid
2024-03-17,ORD-105663,EMEA,Germany,T. Andersson,Onboarding,Services,97,31.76,2926.68,5,62.2,"Globex Inc",Strategic,Partner,paid
2024-06-12,ORD-105664,North America,Mexico,P. Novak,Retab Split,Platform,96,2677.0,256992.0,0,48.7,"Massive Co",Strategic,Partner,pending
2024-06-01,ORD-105665,EMEA,South Africa,L. Rossi,Onboarding,Services,75,1021.53,57461.06,25,38.7,"Acme LLC",Enterprise,Marketplace,paid
2024-02-06,ORD-105666,APAC,India,P. Novak,Priority Support,Services,35,214.79,7517.65,0,80.1,"Globex SA",Startup,Self-Serve,paid
2024-06-30,ORD-105667,APAC,Japan,K. Nakamura,Audit Logs,Add-on,187,27.56,4638.35,10,75.2,"Acme SA",Enterprise,Marketplace,pending
2024-03-16,ORD-105668,EMEA,France,F. Haddad,Retab Parse,Platform,168,499.18,67089.79,20,73.2,"Stark Inc",Startup,Marketplace,paid
2024-01-07,ORD-105669,LATAM,Chile,A. Chen,Audit Logs,Add-on,198,2526.15,500177.7,0,38.6,"Globex Ltd",Mid-Market,Direct,paid
2024-02-28,ORD-105670,APAC,India,K. Nakamura,Onboarding,Services,231,197.48,38775.2,15,46.2,"Stark LLC",Mid-Market,Self-Serve,refunded
2024-05-23,ORD-105671,APAC,India,R. Okafor,Retab Parse,Platform,116,218.24,22784.26,10,58.1,"Soylent Ltd",Enterprise,Self-Serve,pending
2024-05-03,ORD-105672,LATAM,Colombia,N. Costa,Priority Support,Services,242,1078.05,260888.1,0,75.9,"Initech GmbH",Startup,Marketplace,refunded
2024-05-31,ORD-105673,EMEA,Germany,A. Chen,Retab Extract,Platform,42,30.63,964.85,25,70.7,"Stark Inc",Startup,Self-Serve,paid
2024-04-05,ORD-105674,EMEA,Germany,D. Walsh,Retab Classify,Platform,34,2560.64,78355.58,10,43.9,"Acme GmbH",Startup,Marketplace,pending
2024-04-18,ORD-105675,APAC,Australia,J. Müller,Enterprise SSO,Add-on,75,44.25,2489.06,25,41.1,"Soylent GmbH",Strategic,Direct,pending
2024-01-14,ORD-105676,EMEA,UAE,R. Okafor,Priority Support,Services,29,952.91,27634.39,0,66.8,"Umbra LLC",Mid-Market,Partner,paid
2024-01-19,ORD-105677,APAC,Singapore,F. Haddad,Retab Split,Platform,188,2275.46,320839.86,25,46.9,"Globex GmbH",Strategic,Marketplace,paid
2024-12-16,ORD-105678,EMEA,Germany,N. Costa,Enterprise SSO,Add-on,217,193.38,41963.46,0,55.8,"Acme Inc",Strategic,Direct,pending
2024-01-29,ORD-105679,EMEA,United Kingdom,L. Rossi,Retab Classify,Platform,135,211.38,25682.67,10,44.9,"Umbra Co",Startup,Self-Serve,paid
2024-09-09,ORD-105680,APAC,India,M. Dubois,Retab Extract,Platform,86,2627.78,180791.26,20,65.4,"Umbra LLC",Startup,Direct,paid
2024-09-16,ORD-105681,North America,Mexico,P. Novak,Retab Extract,Platform,208,548.84,85619.04,25,58.7,"Acme Inc",Mid-Market,Marketplace,paid
2024-11-26,ORD-105682,North America,Canada,F. Haddad,Audit Logs,Add-on,87,198.85,14704.96,15,80.0,"Soylent SA",Strategic,Marketplace,paid
