#,date,authored_at,short_sha,sha,subject,author,parent_count,diff_basis,repo_files_changed,repo_insertions,repo_deletions,repo_loc_changed,repo_areas_changed,pdf_viewer_path_files_changed,pdf_viewer_path_insertions,pdf_viewer_path_deletions,pdf_viewer_path_loc_changed,pdf_related_files_changed,pdf_related_loc_changed,pdf_related_categories,pdf_related_files,pdf_behavior_summary,regression_relevance
237,2026-06-22,2026-06-22T14:43:37+02:00,400aaf3,400aaf36a2e28caab64fcc3a8fdf1a28dcd49792,update homepage and pdf viewer,Sacha Ichbiah,1,parent,51,3261,526,3787,components: 6 files / 2151 LOC; homepage: 21 files / 1467 LOC; tests: 3 files / 93 LOC; public: 12 files / 39 LOC; registry ui: 5 files / 21 LOC; registry json: 3 files / 12 LOC; registry blocks: 1 files / 4 LOC,4,13,6,19,7,116,layout geometry; registry output; render cache; render scheduler; tests; viewer composition,tests/pdf-viewer.test.tsx (+49/-17) | tests/pdf-viewer-layout.test.ts (+23/-0) | registry/new-york-v4/ui/pdf-viewer-layout.ts (+6/-3) | public/r/pdf-viewer.json (+4/-4) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+5/-2) | registry/new-york-v4/ui/pdf-viewer-render-cache.ts (+1/-1) | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts (+1/-0),Later tuning: raises scrolling render concurrency and cache size while keeping the DPR split. Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Added or modified canvas render cache reuse. Changed page projection to manually managed React roots. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Added scroll activity/direction tracking. Changed page layout geometry model. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-layout.ts | registry/new-york-v4/ui/pdf-viewer-render-cache.ts | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts | tests/pdf-viewer-layout.test.ts | tests/pdf-viewer.test.tsx,"P1 follow-up: changes scrolling render concurrency/cache size; likely affects blink timing, not root cause."
238,2026-06-22,2026-06-22T19:13:24+02:00,8586831,85868314d6e9e2e7000fd2ae10f366a88ae84dc7,update dropzone and viewer components,Sacha Ichbiah,1,parent,47,1361,190,1551,tests: 6 files / 472 LOC; registry ui: 3 files / 374 LOC; components: 8 files / 312 LOC; homepage: 4 files / 171 LOC; registry blocks: 4 files / 161 LOC; registry json: 21 files / 58 LOC; registry.json: 1 files / 3 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
239,2026-06-22,2026-06-22T23:22:51+02:00,bdd782b,bdd782b1427cef1460259822c9c2ea5664808962,homepage: replace Features tabs with primitives grid,Sacha Ichbiah,1,parent,13,2074,567,2641,homepage: 9 files / 2176 LOC; tests: 1 files / 250 LOC; registry ui: 2 files / 211 LOC; registry json: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
240,2026-06-22,2026-06-22T23:24:13+02:00,f94888c,f94888c6df09058797f08505240c4cfbf35ad56a,homepage: lay out primitives grid as 3 columns x 2 rows,Sacha Ichbiah,1,parent,2,8,8,16,homepage: 2 files / 16 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
241,2026-06-22,2026-06-22T23:26:18+02:00,282a874,282a8746ade2a5d412e4c86f6be094b17675ac7e,homepage: widen horizontal gap between primitive grid columns,Sacha Ichbiah,1,parent,2,19,7,26,homepage: 2 files / 26 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
242,2026-06-22,2026-06-22T23:26:33+02:00,7557c05,7557c05df7e536c0084be7fe109f650db9e4e47c,homepage: increase horizontal gap between primitive grid columns further,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
243,2026-06-22,2026-06-22T23:27:04+02:00,4aec933,4aec9339bdd179f954a7c0af7f2db2b92da0df72,homepage: give primitive mockups A4 (210x297) aspect ratio,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
244,2026-06-22,2026-06-22T23:29:09+02:00,ce16eee,ce16eee0319644be2c6ae31cb552655204f444eb,homepage: remove subtitles from primitive grid cards,Sacha Ichbiah,1,parent,3,58,129,187,homepage: 3 files / 187 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
245,2026-06-22,2026-06-22T23:42:35+02:00,2614308,2614308a45753b353763e87c7d17dfcce67ef2e5,homepage: explore universal-document primitives grid,Sacha Ichbiah,1,parent,2,433,1076,1509,homepage: 2 files / 1509 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
246,2026-06-22,2026-06-22T23:56:09+02:00,9f30bcf,9f30bcf3f11f9cb3333f5cf897b0f0a543c441d2,homepage: refactor primitive overlays into modules and redesign each,Sacha Ichbiah,1,parent,9,1228,732,1960,homepage: 9 files / 1960 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
247,2026-06-23,2026-06-23T00:22:14+02:00,f8913bc,f8913bcc9b9a2e6902930fcd70920feacc7821ab,homepage: replace enterprise SVG ribbon with flowing-lines canvas,Sacha Ichbiah,1,parent,10,290,150,440,homepage: 8 files / 400 LOC; _shoot.mjs: 1 files / 28 LOC; _err.mjs: 1 files / 12 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
248,2026-06-23,2026-06-23T00:26:45+02:00,307901d,307901df77e2e37603a87fda19350d49a6dc20f1,homepage: make enterprise flowing lines responsive and edge-to-edge,Sacha Ichbiah,1,parent,4,19,48,67,_shoot.mjs: 1 files / 28 LOC; homepage: 2 files / 27 LOC; _err.mjs: 1 files / 12 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
249,2026-06-24,2026-06-24T12:50:52+02:00,b9df311,b9df311c672dd557589a681a73e5dc7b8f38fbb6,polish homepage primitives,Sacha Ichbiah,1,parent,11,530,177,707,homepage: 10 files / 619 LOC; app: 1 files / 88 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
250,2026-06-24,2026-06-24T16:53:57+02:00,76c60ca,76c60cacca5a76687c248c67f042b65d749ed3ec,update homepage,Sacha Ichbiah,1,parent,26,1262,744,2006,homepage: 25 files / 1974 LOC; app: 1 files / 32 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
251,2026-06-24,2026-06-24T19:58:20+02:00,5bfe8ce,5bfe8ce0c83842f0ca247d8fa14e0b9aa56a5782,update homepage,Sacha Ichbiah,1,parent,2,2,2,4,homepage: 2 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
252,2026-06-24,2026-06-24T20:05:20+02:00,d9f945a,d9f945a34d28c817c2bf814a7be15e2fba7f85ce,remove homepage,Sacha Ichbiah,1,parent,53,1,8594,8595,homepage: 50 files / 8409 LOC; app: 1 files / 180 LOC; lib: 1 files / 4 LOC; next-env.d.ts: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
253,2026-06-25,2026-06-25T02:43:22+02:00,6ce2856,6ce28569973672e2381eb61a0114710089126cb5,update homepage showcase,Sacha Ichbiah,1,parent,1,11,11,22,app: 1 files / 22 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
254,2026-06-25,2026-06-25T03:05:28+02:00,7ef88ec,7ef88ecc71902f4261db4cd640805d20393f3f66,update sources sidebar,Sacha Ichbiah,1,parent,1,38,50,88,registry blocks: 1 files / 88 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
255,2026-06-25,2026-06-25T03:07:41+02:00,a9d7769,a9d7769e90acbe3ced22ef6cf9793a66388c4ae5,make source boxes blue,Sacha Ichbiah,1,parent,1,2,1,3,registry ui: 1 files / 3 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
256,2026-06-25,2026-06-25T03:13:52+02:00,27b8158,27b8158d819f23564b248fdaaa28234db12c71d3,fix homepage sources sidebar,Sacha Ichbiah,1,parent,1,2,1,3,registry blocks: 1 files / 3 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
